,index,review_1_text_sentiment,review_2_text_sentiment,review_1_sentiment,review_2_sentiment,review_1_sentiment_binary,review_2_sentiment_binary,review_2_sentiment_mean
18107,18107,Popular Friday night hang out,Local,0.99875975,0.64731044,1.0,1.0,1.0
18108,18108,A pleasant find,,0.99973404,,1.0,,1.0
18109,18109,Vegan friendly delivery menu,Food rather good,0.9996971,0.033517063,1.0,0.0,1.0
18110,18110,Top location,"Lovely location, good food, indifferent se...",0.7320573,0.47974515,1.0,0.0,1.0
18111,18111,"""Don't Do It!!"", 'Terrible experience",,0.011418045,,0.0,,0.0
18112,18112,"Great food, value for money",Nice steak tartar,0.99579775,0.92841417,1.0,1.0,1.0
18113,18113,"Excellent! Fresh, Tasty and Value for Mone...",Delicious!!!,0.99970424,0.998396,1.0,1.0,1.0
18114,18114,,,,,,,
18115,18115,For couscous lover,Must try!,0.91253155,0.9995802,1.0,1.0,1.0
18116,18116,"French Tapas, spot on', ""A nice 'women dinner' with friends""",,0.99878085,,1.0,,1.0
18117,18117,It’s a very good restaurant,Nice Xmas dinner,0.9994755,0.9989784,1.0,1.0,1.0
18118,18118,Great organic (vegan if you want to) food,Good and healthy,0.9919776,0.9759824,1.0,1.0,1.0
18119,18119,Great find!!,worth searching for,0.99643457,0.5159564,1.0,1.0,1.0
18120,18120,Horrible Mexican,Good neighborhood mexican restaurant,8.453982e-06,0.9033667,0.0,1.0,0.0
18121,18121,,,,,,,
18122,18122,Delicious!,Best breakfast ever!,0.998396,0.9990109,1.0,1.0,1.0
18123,18123,Great fish and chips,Fantastic,0.9976511,0.99931055,1.0,1.0,1.0
18124,18124,,,,,,,
18125,18125,Not expected there,Excellent dinnee,0.041892022,0.9968779,0.0,1.0,1.0
18126,18126,,,,,,,
18127,18127,Nice quality meats!,Amazing Filet!!!,0.9932234,0.999954,1.0,1.0,1.0
18128,18128,"Just a Great Venue. Gread Food, Good Pric...",Great thai food...,0.99937636,0.99664235,1.0,1.0,1.0
18129,18129,,,,,,,
18130,18130,,,,,,,
18131,18131,Sunday Roast,Female bar person worked her socks off,0.9984014,0.056827456,1.0,0.0,1.0
18132,18132,,,,,,,
18133,18133,One of the better buffets,"Good sushi buffet, but do not visit around...",0.7854614,0.38518572,1.0,0.0,1.0
18134,18134,An Italian Taste Of Heaven,,0.9978267,,1.0,,1.0
18135,18135,Interesting Bar,Great place to stop by for a beer,0.3457219,0.9998331,0.0,1.0,1.0
18136,18136,Subtle restaurant,"Good atmosphere, food and service",0.97104657,0.97189105,1.0,1.0,1.0
18137,18137,Wow,Friends Reunion,0.56220484,0.44235882,1.0,0.0,1.0
18138,18138,Nice,Not bad,0.76735204,0.121882826,1.0,0.0,0.0
18139,18139,,,,,,,
18140,18140,"It is better that average, but not very go...",the best pivo.,0.10094842,0.9875972,0.0,1.0,1.0
18141,18141,Nice to stop by,Will return,0.98906046,0.9950525,1.0,1.0,1.0
18142,18142,Brilliant,Great food,0.99925613,0.9993327,1.0,1.0,1.0
18143,18143,Very cheap in prices and quality,Average,0.51185507,0.0016032159,1.0,0.0,0.0
18144,18144,Breakfast was pretty good,Muito bom!!,0.8919997,0.3836408,1.0,0.0,1.0
18145,18145,,,,,,,
18146,18146,"Authentic Italian lunch, crowded, vibrant...",Rude and aggressive personnel,0.9930803,0.00016474724,1.0,0.0,0.0
18147,18147,The great offering for Walthamstow.,Cheap Cafe Near Chinatown,0.9686702,0.2269786,1.0,0.0,1.0
18148,18148,Christmas Company Meal,Great lunch,0.9671348,0.9982938,1.0,1.0,1.0
18149,18149,Fine,Great Food,0.5906569,0.9993328,1.0,1.0,1.0
18150,18150,Typical Spanish tavern with good food near...,Good lunch,0.4015939,0.9363023,0.0,1.0,1.0
18151,18151,Good tasty chinese food,Horrendous Food,0.98264575,8.5085914e-05,1.0,0.0,0.0
18152,18152,"Basic place, but good food at a good price",Nice family atmosphere,0.79101443,0.74666023,1.0,1.0,1.0
18153,18153,Very good pizza,,0.99957055,,1.0,,1.0
18154,18154,Here you will ALWAYS feel welcomed,Very tasty,0.96093696,0.99861825,1.0,1.0,1.0
18155,18155,Nice Thali menu,Great Indian food!,0.8940513,0.97294354,1.0,1.0,1.0
18156,18156,"Get drunk and go in this ""restaurant""",,0.9275229,,1.0,,1.0
18157,18157,Absolutely amzing,,0.9481996,,1.0,,1.0
18158,18158,,,,,,,
18159,18159,Nando’s made with love 💕 😍,Perfectly adequate,0.98345697,0.9750676,1.0,1.0,1.0
18160,18160,Great French style tapas,,0.99976516,,1.0,,1.0
18161,18161,Good for quick and tasty food and drink,Best Honest Burgers branch and great manag...,0.99991524,0.99999875,1.0,1.0,1.0
18162,18162,Classic and traditional.,Authentic experience.,0.99928117,0.821039,1.0,1.0,1.0
18163,18163,,,,,,,
18164,18164,Excellent eats!,Great for lunch,0.99997246,0.99808955,1.0,1.0,1.0
18165,18165,Pleasantly surprised,Taste of Austria in Rome,0.9960967,0.19361997,1.0,0.0,1.0
18166,18166,Vegan Friend,"Jellyfish salad, anyone?",0.92817724,0.9049972,1.0,1.0,1.0
18167,18167,"""Best Burger I've Ever Had"", 'Average and slow",,0.9999786,,1.0,,1.0
18168,18168,Stunning views over Oslo,Brilliant breakfast restaurant,0.96463877,0.99934644,1.0,1.0,1.0
18169,18169,Delicious pastry shop and tea room,,0.99986696,,1.0,,1.0
18170,18170,,,,,,,
18171,18171,Excellent service!,"Dereliction Architecture, Delicious Burger...",0.999182,0.99997115,1.0,1.0,1.0
18172,18172,Classy Greek,Amazing restaurant,0.8920367,0.99970114,1.0,1.0,1.0
18173,18173,Delicious Lebanese food,food quality was TERRIBLE,0.9995494,7.68976e-05,1.0,0.0,0.0
18174,18174,,,,,,,
18175,18175,Translation problems,THIS IS REAL VIET FOOD ! The best tonkinoi...,0.20110738,0.998984,0.0,1.0,1.0
18176,18176,"""It's super busy in there but worth the wai..."", 'The best halloumi burguer ever!",,0.998961,,1.0,,1.0
18177,18177,Lovely food and service,Pleasant dinner in a nice setting,0.9979003,0.9874334,1.0,1.0,1.0
18178,18178,,,,,,,
18179,18179,Best dinner in Paris,Best restaurant in town!,0.9995903,0.99985087,1.0,1.0,1.0
18180,18180,,,,,,,
18181,18181,"Decent meals, value for the money",An excellent restaurant,0.16255662,0.99983376,0.0,1.0,1.0
18182,18182,Proper Chinese home cooking,Overall great,0.8210499,0.99927485,1.0,1.0,1.0
18183,18183,Excellent place to be for a lunch!,hello,0.99951434,0.5214553,1.0,1.0,1.0
18184,18184,"""LAMB SHERWAMA - IT'S A WRAP"", 'Very Good Lebanese Food",,0.9923848,,1.0,,1.0
18185,18185,Small place with big flavours,The best dining experience in Madrid,0.99632895,0.99994504,1.0,1.0,1.0
18186,18186,"Average, ok for lunch.",Steak,0.004092872,0.6009044,0.0,1.0,0.0
18187,18187,Best sandwiches in Rome,Cool concept for a Great Paninno!!,0.9998275,0.89278483,1.0,1.0,1.0
18188,18188,Average,Dinner,0.0016032159,0.7689172,0.0,1.0,0.0
18189,18189,Afternoon tea,Chosen at random - Surprisingly good,0.64160454,0.9999624,1.0,1.0,1.0
18190,18190,,,,,,,
18191,18191,A nice place but annoying background music,Mellow chic,0.4467305,0.9611875,0.0,1.0,1.0
18192,18192,Good tapas experience,Nice food and atmosphere,0.996298,0.97167253,1.0,1.0,1.0
18193,18193,Good food,Good local food,0.9709294,0.9336754,1.0,1.0,1.0
18194,18194,Cultural vandalism,Sunday Lunch after a walk in Richmond Park,0.7749394,0.9920064,1.0,1.0,1.0
18195,18195,Great Pizzas!!,,0.99595535,,1.0,,1.0
18196,18196,Freiendly bar.,What a surprise,0.33368605,0.862028,0.0,1.0,1.0
18197,18197,Nice,Good and cozy restaurant!,0.76735204,0.9984573,1.0,1.0,1.0
18198,18198,Terrible food,Hung up after no delivery,0.00041219592,0.00014317036,0.0,0.0,0.0
18199,18199,Great dining,Not worth the visit.,0.999246,0.00039705634,1.0,0.0,0.0
18200,18200,At last...,Proper tasty!,0.21732688,0.9921635,0.0,1.0,1.0
18201,18201,,,,,,,
18202,18202,Quality Food and Amazing Staff !!,Great authentic french experience,0.9971181,0.9977479,1.0,1.0,1.0
18203,18203,,,,,,,
18204,18204,Great drinks and nibbles- service could be...,happy hour must be place,0.9983444,0.870682,1.0,1.0,1.0
18205,18205,Top little place.,Hidden gem in the the city,0.9670277,0.9999989,1.0,1.0,1.0
18206,18206,Proper chippy,Great fish& Chips,0.64668286,0.9920649,1.0,1.0,1.0
18207,18207,A nice vivid place to spend an evening,,0.9772447,,1.0,,1.0
18208,18208,"Intimate, nourishing and delicious Norther...",Very good option for pre-theatre or film a...,0.9991496,0.99976873,1.0,1.0,1.0
18209,18209,Tasty pizza,Excellent,0.9951495,0.9968779,1.0,1.0,1.0
18210,18210,Great place,Another Good Weatherspoons,0.9991902,0.762557,1.0,1.0,1.0
18211,18211,Good galettes with an Austrian twist,Nice!!,0.9968337,0.76735204,1.0,1.0,1.0
18212,18212,Good Chinese,Great local.,0.95803183,0.99820745,1.0,1.0,1.0
18213,18213,Pretty good,Very good lunch service,0.99734807,0.9994948,1.0,1.0,1.0
18214,18214,Quick bite,An original way to eat hamburgers,0.98461634,0.88090205,1.0,1.0,1.0
18215,18215,Food so Good,Proper foodie pub,0.9392415,0.997536,1.0,1.0,1.0
18216,18216,Didn’t let us in,Bad experience,0.48401195,0.0047256947,0.0,0.0,0.0
18217,18217,Friendly and good food,Good food for fair price,0.9994557,0.99912095,1.0,1.0,1.0
18218,18218,,,,,,,
18219,18219,January 2018,"one unexpected surprise, with all sense yo...",0.5430117,0.99507916,1.0,1.0,1.0
18220,18220,Superb,Good food and good servife,0.99965584,0.9982954,1.0,1.0,1.0
18221,18221,Surprised that their staffs were friendly...,Ma Ma Mia,0.9876818,0.001863569,1.0,0.0,0.0
18222,18222,good value for money,,0.6624312,,1.0,,1.0
18223,18223,Nice but ...,Tourist trap,0.5210076,0.000105362284,1.0,0.0,0.0
18224,18224,Not Quite as Good as we Expected,Excellent Steak & Chips,0.7380917,0.9992819,1.0,1.0,1.0
18225,18225,My Retirement Lunch,Another wonderful visit,0.6615229,0.9998464,1.0,1.0,1.0
18226,18226,"Good food, excellent service",Great pub meals,0.99947715,0.99875975,1.0,1.0,1.0
18227,18227,Gem,,0.999554,,1.0,,1.0
18228,18228,,,,,,,
18229,18229,,,,,,,
18230,18230,Keeping it real,Supper club was awesome!,0.96829414,0.96081614,1.0,1.0,1.0
18231,18231,Leaves something to be desired in atmopher...,FOod was good and service friendly,0.012352318,0.8524467,0.0,1.0,0.0
18232,18232,,,,,,,
18233,18233,Average pizza hut,Great pizza for a fair price,0.0013825297,0.99980605,0.0,1.0,1.0
18234,18234,A Wonderful Gem on a Quiet Street,,0.99998206,,1.0,,1.0
18235,18235,A Nice place,Relaxing and contemporary,0.98229396,0.99966955,1.0,1.0,1.0
18236,18236,,,,,,,
18237,18237,High Tea at the Lanesborough Hotel,Amazing place,0.49023354,0.9998847,0.0,1.0,1.0
18238,18238,Still the nearest branch to our hotel,Very good but stop with the air conditioni...,0.18125376,0.9943663,0.0,1.0,1.0
18239,18239,A place for breakfast and lunch,Amazing coffee and pastries/tartines,0.70693135,0.99999714,1.0,1.0,1.0
18240,18240,Perfect in Paris,,0.9977379,,1.0,,1.0
18241,18241,Good food,Cheap and cosy,0.9709294,0.9997236,1.0,1.0,1.0
18242,18242,Authentic French Creperie,Great!,0.70599735,0.981614,1.0,1.0,1.0
18243,18243,,,,,,,
18244,18244,"New, small cafe with interesting food offe...",,0.89451444,,1.0,,1.0
18245,18245,,,,,,,
18246,18246,,,,,,,
18247,18247,Pleasant Dinner,Excellent neighborhood restaurant,0.99833274,0.99982846,1.0,1.0,1.0
18248,18248,"Good food, decent prices",LUNCH TIME!,0.9981034,0.44641522,1.0,0.0,1.0
18249,18249,Chinese-Spanish menu,,0.6634279,,1.0,,1.0
18250,18250,,,,,,,
18251,18251,Not so great,Giratorio.,0.02085653,0.3836408,0.0,0.0,0.0
18252,18252,Amazing taste and great vegan selection,best Macarons and I am French,0.9999951,0.9994503,1.0,1.0,1.0
18253,18253,Do not visit,The most disgusting food ever!!!,0.0069548488,2.6652819e-05,0.0,0.0,0.0
18254,18254,,,,,,,
18255,18255,A memorable lunch,Back again for my favourite artichoke dish,0.9775033,0.9991142,1.0,1.0,1.0
18256,18256,very good wine and on-the-spot food.,"Good wine, excellent wine and brilliant wi...",0.9999938,0.9999989,1.0,1.0,1.0
18257,18257,Cozy Mauritian,Authentic Mauritian dishes,0.99969673,0.92625237,1.0,1.0,1.0
18258,18258,"Good pizza, very friendly",A good find in a vibrant part of Paris,0.99634326,0.996065,1.0,1.0,1.0
18259,18259,Best buger,Fairly Good Steaks,0.9878662,0.9579551,1.0,1.0,1.0
18260,18260,"Love it', ""One of the best gyros I've had!""",,0.9999962,,1.0,,1.0
18261,18261,Awesome empanadas!,Different empanadas - will definitely retu...,0.99994016,0.94788176,1.0,1.0,1.0
18262,18262,Breakfast,Ok for breakfast but disappointing service,0.24446288,0.00015452504,0.0,0.0,0.0
18263,18263,,,,,,,
18264,18264,,,,,,,
18265,18265,Worst karaoke experience ever,Security,0.0002952218,0.085522205,0.0,0.0,0.0
18266,18266,Useful when in Tallaght,NICE STAFF. FRESH FOOD. LOVELY!,0.46008524,0.9986998,0.0,1.0,1.0
18267,18267,Great takeaway,thai night,0.9996157,0.73208046,1.0,1.0,1.0
18268,18268,,,,,,,
18269,18269,Interesting experience,Good but...,0.43255997,0.6939743,0.0,1.0,1.0
18270,18270,"Grumpy personnel', ""Good option if you're around""",,0.7770872,,1.0,,1.0
18271,18271,Great step back in time✅,Off the beaten track,0.9414293,0.39819747,1.0,0.0,1.0
18272,18272,A great place to be,Just what we were looking for,0.9982343,0.8631146,1.0,1.0,1.0
18273,18273,Fast food with a smile,Delicious deep fried veg.,0.9985142,0.99991226,1.0,1.0,1.0
18274,18274,A gem off the beaten track!,Fantastic Greek food - impressively good p...,0.9999918,0.99999374,1.0,1.0,1.0
18275,18275,"""Bogato' gâteaux may be beaux, but are they..."", 'Buyer beware - unreliable!!!",,0.028398156,,0.0,,0.0
18276,18276,,,,,,,
18277,18277,Afternoon Tea,Very disappointing,0.64160454,6.14254e-05,1.0,0.0,0.0
18278,18278,,,,,,,
18279,18279,,,,,,,
18280,18280,cafe under the sea vessel that once sailed...,Nice cafe UNDER THE CUTTY SARK,0.76529074,0.7471975,1.0,1.0,1.0
18281,18281,,,,,,,
18282,18282,Beautiful experience,A very special place.,0.9993929,0.9953836,1.0,1.0,1.0
18283,18283,Nice place,Good ambience nice food,0.92788565,0.83557683,1.0,1.0,1.0
18284,18284,Absolutely amazing!!,Excelent,0.99999875,0.3836408,1.0,0.0,1.0
18285,18285,"I eat there and you can eat there too', ""Fokionos' greatest""",,0.9963159,,1.0,,1.0
18286,18286,"Good food, friendly place",wont go back,0.99454963,0.00066149235,1.0,0.0,0.0
18287,18287,Pleasant Surprise,Quality beers and great whiskey selection,0.9995075,0.9970379,1.0,1.0,1.0
18288,18288,Tiny Little Amazing Gay Pub,Love it!,0.6583367,0.99893343,1.0,1.0,1.0
18289,18289,,,,,,,
18290,18290,"Fantastic, fresh, & fast pizza",Amazing pizza and good price,0.999997,0.9999616,1.0,1.0,1.0
18291,18291,"The Best, simply the Best!",Last and best meal we had in Paris.,0.9995674,0.99989676,1.0,1.0,1.0
18292,18292,,,,,,,
18293,18293,Nice place to est,"Perfect food, nice location, close to Urge...",0.9771894,0.9969831,1.0,1.0,1.0
18294,18294,In front of the Görlitzer Metro station,Strong drinks!,0.799934,0.96869755,1.0,1.0,1.0
18295,18295,Local cuisine by a mother chef,"A marvellous, unpretentious local restaura...",0.8995888,0.9910176,1.0,1.0,1.0
18296,18296,Excellent!!,Awesome Italian Tapas!,0.9968779,0.99979013,1.0,1.0,1.0
18297,18297,Highly Recommended!,Unique - what did you expect?,0.9999819,0.99249494,1.0,1.0,1.0
18298,18298,Great value and Tasty pizza!,OK pizza and nice staff,0.9999409,0.48095766,1.0,0.0,1.0
18299,18299,Friendly staff and great coffee.,Rare and authentic cafe,0.999896,0.99656963,1.0,1.0,1.0
18300,18300,,,,,,,
18301,18301,Great cheap meal in Berlin,,0.9999305,,1.0,,1.0
18302,18302,,,,,,,
18303,18303,Excellent fish,Fabulous seafood,0.9986298,0.99802804,1.0,1.0,1.0
18304,18304,Cheap but tasty,"Delicious food, inexpensive, clean, friend...",0.8639173,0.999988,1.0,1.0,1.0
18305,18305,"""sorry, we don't operate anymore"", 'Pizza D.O.C. is sublime",,0.24589029,,0.0,,0.0
18306,18306,Great place to start.,Overall Fabulous Bar,0.9998188,0.99926805,1.0,1.0,1.0
18307,18307,Excellent food and very good service,,0.9999368,,1.0,,1.0
18308,18308,nice czech food!,Decent local place,0.9443206,0.73251426,1.0,1.0,1.0
18309,18309,Launch at E-Bocado,,0.27295,,0.0,,0.0
18310,18310,Super great Japanese restaurant in Paris!,Great sushi place for a quick meal!,0.9999594,0.9998414,1.0,1.0,1.0
18311,18311,Excellent,Cullinair art,0.9968779,0.62135327,1.0,1.0,1.0
18312,18312,organic nutritious and tasty,"Good food, great atmosphere",0.9645169,0.99384725,1.0,1.0,1.0
18313,18313,Good pizza,Cheap but good food...Very friendly...Feel...,0.9867426,0.98763615,1.0,1.0,1.0
18314,18314,Great fresh dishes,Hidden treasure,0.999652,0.99806553,1.0,1.0,1.0
18315,18315,No food!,Home made Slovenian food,0.017780632,0.80251545,0.0,1.0,0.0
18316,18316,Average,Nice food,0.0016032159,0.9443206,0.0,1.0,0.0
18317,18317,Great setting and atmosphere,Exmouth Market - disappointing,0.9997598,2.0185753e-05,1.0,0.0,0.0
18318,18318,Excellent pizza and close to the stadium,disgusting place masked under italian word...,0.99997044,0.00012817979,1.0,0.0,1.0
18319,18319,mediocre show / cheap food / no service,Big dissappointment,0.0002604723,0.53764,0.0,1.0,0.0
18320,18320,Best meal in Lisbon,Last minute bookng,0.9998008,0.050892115,1.0,0.0,1.0
18321,18321,"Quick service, tables outside",good sandwich,0.9922074,0.980955,1.0,1.0,1.0
18322,18322,poor,,0.0007880628,,0.0,,0.0
18323,18323,Exceptional Greek Tapas Food,Amazing Risotto,0.9997697,0.99989355,1.0,1.0,1.0
18324,18324,"Great value', ""Haché Parmentier , Shepherd's pie , Ghast...""",,0.9999039,,1.0,,1.0
18325,18325,Awesome currywurst,Delicious currywurst !,0.9979625,0.998396,1.0,1.0,1.0
18326,18326,Great neighbourhood restaurant!,,0.9968547,,1.0,,1.0
18327,18327,"Better for take away, large portions",Great quick takeaway,0.7609651,0.9999913,1.0,1.0,1.0
18328,18328,Quick Pint,Very clean,0.87228334,0.9961941,1.0,1.0,1.0
18329,18329,Duck rice is awesome,Excellent evening.,0.99927497,0.99465346,1.0,1.0,1.0
18330,18330,,,,,,,
18331,18331,Nice food with live Fado music,SmallAuthentic restaurant with Fado singer,0.9996393,0.7021063,1.0,1.0,1.0
18332,18332,,,,,,,
18333,18333,,,,,,,
18334,18334,"Easy to Reach, Dependable Service",Fine for family,0.9873502,0.5193931,1.0,1.0,1.0
18335,18335,Pleasant evening,A disappointing lunch,0.9870231,0.00042060018,1.0,0.0,0.0
18336,18336,Nice Place to Get a Quick Tasty Lunch,,0.99529487,,1.0,,1.0
18337,18337,"""Christmas 'Girls' Lunch"", 'Not a patch on the Threadneedle street bra...",,0.91787636,,1.0,,1.0
18338,18338,Very nice and tasty food,Just the wrong day?,0.9980233,0.16552266,1.0,0.0,1.0
18339,18339,Authentic Spanish Restaurant,Good for locals,0.9070926,0.9364053,1.0,1.0,1.0
18340,18340,Good enough to warrant a second visit two...,"Catalan dishes are a specialty, everything...",0.8431053,0.71950495,1.0,1.0,1.0
18341,18341,Delicious cakes,simple but fine,0.99937093,0.42089358,1.0,0.0,1.0
18342,18342,"Nice modern place, well cooked food",,0.9948381,,1.0,,1.0
18343,18343,"Good food, but small portions, and very no...",Drinks only,0.17483923,0.22967672,0.0,0.0,0.0
18344,18344,,,,,,,
18345,18345,Dezent meal,"Not friendly to ""outsiders""",0.624748,0.004848391,1.0,0.0,0.0
18346,18346,Good (meat) burgers,Good lunch in lovely area,0.9470929,0.98990285,1.0,1.0,1.0
18347,18347,Top 5 pizza in a box in my life!,,0.997833,,1.0,,1.0
18348,18348,Nice and confortable,"Amazing Food, Amazing Staff, Amazing Servi...",0.84381557,0.99999225,1.0,1.0,1.0
18349,18349,,,,,,,
18350,18350,Nice traditional pub in London,Traditional pub with nice beers at good pr...,0.9999522,0.9294989,1.0,1.0,1.0
18351,18351,Lovely place for lunch,Dinner,0.99808395,0.7689172,1.0,1.0,1.0
18352,18352,,,,,,,
18353,18353,Great place for a cheap lunch,"High qualità, very chip. Higly recommended",0.9998069,0.9975594,1.0,1.0,1.0
18354,18354,Never go!,Cheap but not worth it,0.0293158,0.0070465505,0.0,0.0,0.0
18355,18355,,,,,,,
18356,18356,Very pleasant staff,"Stylish Café&Pub, i like...",0.99988115,0.99911696,1.0,1.0,1.0
18357,18357,Favorite food in Helsinki,Great food!,0.9998318,0.9993328,1.0,1.0,1.0
18358,18358,Delicious and fast,,0.9997197,,1.0,,1.0
18359,18359,Excellent food and staff,,0.9997744,,1.0,,1.0
18360,18360,crap slow service - must mention deal when...,,0.0242531,,0.0,,0.0
18361,18361,Different kind of dining experience,Not in the evening :-(,0.23938057,0.011698335,0.0,0.0,0.0
